Latitude,Longitude,Elevation
-34.1576700,18.33660000,129.0
-34.1576400,18.33657000,129.0
-34.1576200,18.33652000,130.0
-34.1575000,18.33638000,132.0
-34.1574500,18.33630000,133.0
-34.1573800,18.33621000,134.0
-34.1572700,18.33611000,134.0
-34.1572500,18.33609000,134.0
-34.1572000,18.33607000,135.0
-34.1571500,18.33602000,135.0
-34.1570500,18.33595000,135.0
-34.1570100,18.33593000,136.0
-34.1569400,18.33584000,136.0
-34.1569100,18.33581000,136.0
-34.1568500,18.33577000,137.0
-34.1567400,18.33566000,140.0
-34.1566900,18.33557000,141.0
-34.1566500,18.33553000,142.0
-34.1566400,18.33547000,142.0
-34.1566000,18.33543000,143.0
-34.1564800,18.33526000,145.0
-34.1564300,18.33520000,145.0
-34.1563100,18.33509000,145.0
-34.1562700,18.33505000,145.0
-34.1562400,18.33504000,146.0
-34.1562000,18.33500000,146.0
-34.1560800,18.33491000,147.0
-34.1560400,18.33489000,147.0
-34.1559700,18.33483000,148.0
-34.1559200,18.33480000,148.0
-34.1558900,18.33475000,148.0
-34.1557800,18.33464000,149.0
-34.1557400,18.33461000,150.0
-34.1557100,18.33455000,151.0
-34.1556800,18.33454000,151.0
-34.1556400,18.33446000,152.0
-34.1555900,18.33442000,153.0
-34.1554800,18.33424000,155.0
-34.1554500,18.33420000,155.0
-34.1554200,18.33415000,156.0
-34.1553800,18.33412000,156.0
-34.1552900,18.33400000,158.0
-34.1551400,18.33388000,160.0
-34.1550300,18.33376000,161.0
-34.1549900,18.33368000,161.0
-34.1549600,18.33364000,161.0
-34.1548700,18.33351000,161.0
-34.1548300,18.33345000,161.0
-34.1546900,18.33332000,162.0
-34.1545500,18.33319000,163.0
-34.1544600,18.33309000,163.0
-34.1544400,18.33300000,164.0
-34.1544000,18.33296000,164.0
-34.1543700,18.33290000,164.0
-34.1543400,18.33286000,165.0
-34.1542900,18.33276000,165.0
-34.1541700,18.33262000,166.0
-34.1540900,18.33254000,166.0
-34.1540500,18.33251000,166.0
-34.1539600,18.33242000,165.0
-34.1538200,18.33225000,165.0
-34.1537700,18.33217000,165.0
-34.1537300,18.33214000,165.0
-34.1536800,18.33207000,165.0
-34.1536400,18.33204000,165.0
-34.1534800,18.33193000,165.0
-34.1533500,18.33178000,165.0
-34.1532600,18.33158000,166.0
-34.1531600,18.33136000,166.0
-34.1530500,18.33113000,166.0
-34.1529400,18.33092000,166.0
-34.1528400,18.33074000,168.0
-34.1528100,18.33069000,168.0
-34.1527800,18.33066000,168.0
-34.1527100,18.33052000,168.0
-34.1526100,18.33032000,168.0
-34.1525700,18.33026000,168.0
-34.1524800,18.33019000,167.0
-34.1524300,18.33011000,166.0
-34.1523400,18.33004000,166.0
-34.1522000,18.32987000,166.0
-34.1520500,18.32972000,167.0
-34.1520100,18.32967000,167.0
-34.1519800,18.32960000,167.0
-34.1519500,18.32956000,167.0
-34.1519300,18.32952000,167.0
-34.1517900,18.32933000,167.0
-34.1516700,18.32917000,167.0
-34.1515700,18.32900000,166.0
-34.1515200,18.32891000,165.0
-34.1514700,18.32876000,164.0
-34.1514100,18.32871000,164.0
-34.1513600,18.32867000,164.0
-34.1513300,18.32864000,164.0
-34.1512900,18.32855000,163.0
-34.1511700,18.32831000,163.0
-34.1511200,18.32816000,164.0
-34.1510600,18.32803000,165.0
-34.1509500,18.32785000,165.0
-34.1508400,18.32768000,164.0
-34.1507700,18.32749000,164.0
-34.1507200,18.32736000,164.0
-34.1505500,18.32718000,163.0
-34.1503400,18.32710000,163.0
-34.1501300,18.32702000,161.0
-34.1499700,18.32693000,159.0
-34.1497900,18.32678000,158.0
-34.1496500,18.32661000,158.0
-34.1495600,18.32647000,157.0
-34.1495100,18.32639000,157.0
-34.1494900,18.32632000,157.0
-34.1494300,18.32616000,157.0
-34.1494000,18.32609000,157.0
-34.1493600,18.32602000,157.0
-34.1492200,18.32582000,158.0
-34.1492000,18.32580000,158.0
-34.1490400,18.32567000,156.0
